is_balanced, step_count, id, name, type, export_commited, export_queued, import_commited, requested, provided, net_flow, price, source_name, source_id, sink_name, sink_id, source_share, capacity_total, capacity_taken, capacity_queued, capacity_available, good_id, quantity, route_id
False, 5, Null, Null, Transport, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, -1, 10, 6
False, 5, Null, Null, Transport, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, -1, 10, 9
False, 6, 1, All Source, Endpoint, 240, 0, 0, 0, 99999999.9, 99999999.9, 0, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null
False, 6, 2, All Sink, Endpoint, 0, 0, 0, 99999999.9, 0, -99999999.9, 0, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null
False, 6, 3, Malaga, Node, 50, 0, 0, 0, 0, 0, 12.22, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null
False, 6, 4, Valencia, Node, 95, 0, 0, 0, 10, 10, 10, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null
False, 6, 5, Barcelona, Node, 120, 0, 0, 0, 0, 0, 14.44, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null
False, 6, 6, Spain Roads, Node, 35, 0, 0, 0, 10, 10, 12.22, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null, Null
False, 6, 1, Null, Route, Null, Null, Null, Null, Null, Null, Null, All Source, 1, Malaga, 3, 0, 50, 50, 0, 0, Null, Null, Null
False, 6, 2, Null, Route, Null, Null, Null, Null, Null, Null, Null, All Source, 1, Valencia, 4, 0, 105, 105, 0, 0, Null, Null, Null
False, 6, 3, Null, Route, Null, Null, Null, Null, Null, Null, Null, All Source, 1, Barcelona, 5, 0, 85, 85, 0, 0, Null, Null, Null
False, 6, 4, Null, Route, Null, Null, Null, Null, Null, Null, Null, Malaga, 3, All Sink, 2, 0, 30, 30, 0, 0, Null, Null, Null
False, 6, 5, Null, Route, Null, Null, Null, Null, Null, Null, Null, Valencia, 4, All Sink, 2, 0, 80, 80, 0, 0, Null, Null, Null
False, 6, 6, Null, Route, Null, Null, Null, Null, Null, Null, Null, Barcelona, 5, All Sink, 2, 0, 110, 110, 0, 0, Null, Null, Null
False, 6, 7, Null, Route, Null, Null, Null, Null, Null, Null, Null, Malaga, 3, Spain Roads, 6, 0, 165, 20, 0, 145, Null, Null, Null
False, 6, 8, Null, Route, Null, Null, Null, Null, Null, Null, Null, Valencia, 4, Spain Roads, 6, 0, 15, 15, 0, 0, Null, Null, Null
False, 6, 9, Null, Route, Null, Null, Null, Null, Null, Null, Null, Barcelona, 5, Spain Roads, 6, 0, 150, 10, 0, 140, Null, Null, Null
False, 6, 10, Null, Route, Null, Null, Null, Null, Null, Null, Null, Spain Roads, 6, Malaga, 3, 10, 165, 0, 0, 165, Null, Null, Null
False, 6, 11, Null, Route, Null, Null, Null, Null, Null, Null, Null, Spain Roads, 6, Valencia, 4, 10, 15, 0, 0, 15, Null, Null, Null
False, 6, 12, Null, Route, Null, Null, Null, Null, Null, Null, Null, Spain Roads, 6, Barcelona, 5, 10, 150, 35, 0, 115, Null, Null, Null
